amp,motor_temp,ambient_temp,vib_x,vib_y,vib_z,timestamp,motor_id,operating_hours,status
0.05,41.46,45.99,-0.299,-0.26,2.0,2026-05-08 00:40:00,MTR-03,1845,Warning
0.0,41.63,45.99,-0.31,0.279,-0.773,2026-05-08 00:45:00,MTR-02,2677,Warning
0.01,41.54,46.04,0.862,0.122,2.0,2026-05-08 00:50:00,MTR-02,2058,Warning
0.0,41.6,45.99,-2.0,-0.347,-0.263,2026-05-08 00:55:00,MTR-01,3621,Warning
0.0,41.93,46.13,2.0,0.793,1.197,2026-05-08 01:00:00,MTR-02,2939,Warning
0.01,41.52,46.13,-2.0,-1.148,1.209,2026-05-08 01:05:00,MTR-03,4771,Warning
0.0,41.21,46.08,1.433,0.281,2.0,2026-05-08 01:10:00,MTR-02,1831,Warning
0.0,41.52,46.13,-2.0,-0.583,-0.118,2026-05-08 01:15:00,MTR-02,1138,Warning
0.0,41.3,46.18,2.0,0.74,1.477,2026-05-08 01:20:00,MTR-01,2862,Warning
0.0,41.32,46.18,-2.0,-0.989,0.475,2026-05-08 01:25:00,MTR-01,3591,Warning
0.0,41.32,46.04,2.0,0.907,0.211,2026-05-08 01:30:00,MTR-03,3071,Warning
0.032,41.05,46.18,-2.0,-1.174,1.274,2026-05-08 01:35:00,MTR-01,1321,Warning
0.0,41.49,46.22,0.55,0.019,2.0,2026-05-08 01:40:00,MTR-03,2497,Warning
0.154,41.21,46.13,-0.486,0.22,-0.728,2026-05-08 01:45:00,MTR-02,2393,Warning
0.0,41.16,46.27,-0.466,-0.34,2.0,2026-05-08 01:50:00,MTR-02,3308,Warning
0.0,41.38,46.22,0.704,0.516,-1.108,2026-05-08 01:55:00,MTR-01,3570,Warning
0.0,41.27,46.27,-1.013,-0.578,2.0,2026-05-08 02:00:00,MTR-03,3333,Warning
0.0,41.71,46.27,0.61,0.495,-1.083,2026-05-08 02:05:00,MTR-01,3748,Warning
0.0,41.19,46.22,-0.284,-0.26,2.0,2026-05-08 02:10:00,MTR-02,1714,Warning
0.0,40.75,46.37,2.0,0.911,-0.687,2026-05-08 02:15:00,MTR-02,4440,Warning
0.0,40.75,46.32,-1.809,-0.915,2.0,2026-05-08 02:20:00,MTR-01,3799,Warning
0.002,41.41,46.37,1.207,0.616,-1.232,2026-05-08 02:25:00,MTR-01,1602,Warning
0.0,41.21,46.37,-0.569,-0.385,2.0,2026-05-08 02:30:00,MTR-02,2576,Warning
0.028,41.27,46.41,-0.589,0.194,-0.68,2026-05-08 02:35:00,MTR-01,3008,Warning
0.0,40.75,46.37,1.078,0.178,2.0,2026-05-08 02:40:00,MTR-03,4878,Warning
0.0,40.89,46.41,2.0,0.801,-1.189,2026-05-08 02:45:00,MTR-03,4501,Warning
0.071,41.46,46.41,-1.624,-0.84,2.0,2026-05-08 02:50:00,MTR-01,1794,Warning
0.0,41.54,46.37,0.88,0.564,-1.143,2026-05-08 02:55:00,MTR-03,2855,Warning
0.071,41.02,46.41,0.44,0.005,2.0,2026-05-08 03:00:00,MTR-02,3150,Warning
0.0,41.43,46.37,-2.0,-0.469,-0.195,2026-05-08 03:05:00,MTR-03,3829,Warning
0.0,41.46,46.51,2.0,0.881,0.732,2026-05-08 03:10:00,MTR-01,4706,Warning
0.002,41.63,46.41,-2.0,-1.207,1.774,2026-05-08 03:15:00,MTR-02,1775,Warning
0.0,41.13,46.37,2.0,0.492,2.0,2026-05-08 03:20:00,MTR-03,2994,Warning
0.05,41.38,46.51,-2.0,-0.888,0.19,2026-05-08 03:25:00,MTR-02,1540,Warning
0.015,41.46,46.37,2.0,0.911,0.32,2026-05-08 03:30:00,MTR-01,1693,Warning
0.067,41.6,46.37,-2.0,-1.133,2.0,2026-05-08 03:35:00,MTR-03,4203,Warning
0.0,41.38,46.51,0.977,0.594,-1.176,2026-05-08 03:40:00,MTR-02,3537,Warning
0.0,41.38,46.46,0.761,0.093,2.0,2026-05-08 03:45:00,MTR-01,1885,Warning
0.0,41.65,46.51,-2.0,-0.908,0.202,2026-05-08 03:50:00,MTR-01,1513,Warning
0.058,41.63,46.55,1.269,0.244,2.0,2026-05-08 03:55:00,MTR-02,4868,Warning
0.019,41.6,46.55,-2.0,-1.141,0.795,2026-05-08 04:00:00,MTR-01,4244,Warning
0.071,41.38,46.51,1.418,0.69,-1.267,2026-05-08 04:05:00,MTR-02,1321,Warning
0.032,41.52,46.55,2.0,0.499,2.0,2026-05-08 04:10:00,MTR-01,4727,Warning
0.0,41.43,46.6,-2.0,-1.187,2.0,2026-05-08 04:15:00,MTR-01,2385,Warning
0.0,40.56,46.55,1.351,0.674,-1.258,2026-05-08 04:20:00,MTR-03,4389,Warning
0.01,41.52,46.6,-2.0,-1.219,2.0,2026-05-08 04:25:00,MTR-02,3337,Warning
0.071,41.24,46.6,0.655,0.525,-1.093,2026-05-08 04:30:00,MTR-01,4118,Warning
0.0,41.46,46.55,1.936,0.467,2.0,2026-05-08 04:35:00,MTR-02,1669,Warning
0.015,41.27,46.6,-2.0,-1.158,0.873,2026-05-08 04:40:00,MTR-01,3563,Warning
0.0,41.57,46.65,2.0,0.917,-0.955,2026-05-08 04:45:00,MTR-02,1104,Warning
0.0,41.3,46.65,-0.59,-0.4,2.0,2026-05-08 04:50:00,MTR-02,1387,Warning
0.0,42.13,46.6,-2.0,-0.324,-0.289,2026-05-08 04:55:00,MTR-03,4203,Warning
0.0,41.19,46.65,-0.396,-0.323,2.0,2026-05-08 05:00:00,MTR-02,2156,Warning
0.0,41.27,46.6,-1.265,-0.004,-0.506,2026-05-08 05:05:00,MTR-02,2069,Warning
0.0,40.99,46.74,2.0,0.555,2.0,2026-05-08 05:10:00,MTR-03,4549,Warning
0.076,41.16,46.65,-2.0,-1.105,0.651,2026-05-08 05:15:00,MTR-03,4456,Warning
0.0,41.38,46.6,2.0,0.943,-0.818,2026-05-08 05:20:00,MTR-03,2022,Warning
0.0,41.35,46.65,-1.614,-0.864,2.0,2026-05-08 05:25:00,MTR-01,2328,Warning
0.0,41.24,46.69,1.32,0.683,-1.279,2026-05-08 05:30:00,MTR-01,2988,Warning
0.0,41.41,46.65,-2.0,-1.038,0.418,2026-05-08 05:35:00,MTR-03,2075,Warning
0.0,41.38,46.65,2.0,0.943,0.123,2026-05-08 05:40:00,MTR-03,4533,Warning
0.0,41.27,46.6,-2.0,-1.124,2.0,2026-05-08 05:45:00,MTR-01,2811,Warning
0.0,41.32,46.55,1.046,0.628,-1.212,2026-05-08 05:50:00,MTR-01,3767,Warning
0.0,41.16,46.69,0.652,0.079,2.0,2026-05-08 05:55:00,MTR-02,4394,Warning
0.111,41.24,46.65,-2.0,-0.404,-0.249,2026-05-08 06:00:00,MTR-03,4770,Warning
0.076,41.21,46.6,-1.418,-0.777,2.0,2026-05-08 06:05:00,MTR-02,2533,Warning
0.0,41.21,46.69,1.283,0.679,-1.261,2026-05-08 06:10:00,MTR-03,2692,Warning
0.071,41.43,46.74,-1.154,-0.673,2.0,2026-05-08 06:15:00,MTR-03,1202,Warning
0.0,43.17,46.6,0.973,0.616,-1.192,2026-05-08 06:20:00,MTR-01,3554,Warning
0.076,41.63,46.74,-0.717,-0.469,2.0,2026-05-08 06:25:00,MTR-02,1040,Warning
0.002,41.24,46.69,-0.046,0.38,-0.886,2026-05-08 06:30:00,MTR-01,4184,Warning
0.0,41.16,46.6,0.713,0.075,2.0,2026-05-08 06:35:00,MTR-01,4653,Warning
0.0,41.43,46.79,1.539,0.714,-1.287,2026-05-08 06:40:00,MTR-01,2941,Warning
0.023,41.24,46.69,-0.221,-0.263,2.0,2026-05-08 06:45:00,MTR-01,4716,Warning
0.0,41.43,46.74,-0.941,0.107,-0.594,2026-05-08 06:50:00,MTR-01,2436,Warning
0.0,41.49,46.79,1.112,0.201,2.0,2026-05-08 06:55:00,MTR-02,4571,Warning
0.0,41.32,46.69,-1.481,-0.084,-0.438,2026-05-08 07:00:00,MTR-01,3188,Warning
0.0,41.24,46.65,1.106,0.205,2.0,2026-05-08 07:05:00,MTR-01,1810,Warning
0.0,40.78,46.69,-0.642,0.186,-0.698,2026-05-08 07:10:00,MTR-01,4638,Warning
0.076,41.35,46.74,-2.0,-1.255,1.962,2026-05-08 07:15:00,MTR-02,1756,Warning
0.0,41.35,46.69,2.0,0.962,-0.879,2026-05-08 07:20:00,MTR-03,2138,Warning
0.163,42.69,46.79,-1.856,-1.01,2.0,2026-05-08 07:25:00,MTR-01,4832,Warning
0.067,41.21,46.74,1.596,0.76,-1.313,2026-05-08 07:30:00,MTR-03,3018,Warning
0.0,41.3,46.69,-0.633,-0.446,2.0,2026-05-08 07:35:00,MTR-02,4139,Warning
0.0,40.75,46.74,-0.227,0.319,-0.837,2026-05-08 07:40:00,MTR-03,4194,Warning
0.0,41.24,46.69,-2.0,-1.275,1.594,2026-05-08 07:45:00,MTR-03,4558,Warning
0.0,41.08,46.84,2.0,0.975,-0.441,2026-05-08 07:50:00,MTR-02,1135,Warning
0.0,41.71,46.74,-2.0,-1.218,2.0,2026-05-08 07:55:00,MTR-01,2021,Warning
0.0,41.32,46.69,1.976,0.803,-1.279,2026-05-08 08:00:00,MTR-03,2744,Warning
0.0,41.63,46.74,-0.886,-0.559,2.0,2026-05-08 08:05:00,MTR-03,1093,Warning
0.0,41.63,46.79,-0.661,0.193,-0.69,2026-05-08 08:10:00,MTR-01,2004,Warning
0.019,41.46,46.84,2.0,0.521,2.0,2026-05-08 08:15:00,MTR-02,4025,Warning
0.0,41.27,46.79,0.494,0.522,-1.081,2026-05-08 08:20:00,MTR-01,2101,Warning
0.0,41.43,46.79,1.307,0.266,2.0,2026-05-08 08:25:00,MTR-03,2706,Warning
0.0,41.46,46.74,-2.0,-0.522,-0.184,2026-05-08 08:30:00,MTR-03,3728,Warning
0.0,41.68,46.79,2.0,0.661,1.789,2026-05-08 08:35:00,MTR-03,4134,Warning
0.0,41.99,46.74,-2.0,-1.065,0.451,2026-05-08 08:40:00,MTR-02,2089,Warning
0.0,41.21,46.79,2.0,0.988,-0.543,2026-05-08 08:45:00,MTR-03,1810,Warning
0.0,40.91,46.79,-1.923,-1.044,2.0,2026-05-08 08:50:00,MTR-03,2697,Warning
0.071,41.54,46.79,2.0,0.897,1.013,2026-05-08 08:55:00,MTR-03,1453,Warning
0.0,41.41,46.79,-2.0,-1.224,0.987,2026-05-08 09:00:00,MTR-02,3269,Warning
0.0,40.97,46.84,2.0,0.979,-0.803,2026-05-08 09:05:00,MTR-02,3362,Warning
0.0,41.27,46.88,-1.281,-0.745,2.0,2026-05-08 09:10:00,MTR-03,4506,Warning
0.0,41.68,46.79,-1.695,-0.177,-0.383,2026-05-08 09:15:00,MTR-01,1941,Warning
0.0,41.21,46.74,2.0,0.87,1.134,2026-05-08 09:20:00,MTR-03,3466,Warning
0.0,41.35,46.88,-2.0,-1.27,1.488,2026-05-08 09:25:00,MTR-01,3338,Warning
0.0,40.69,46.84,2.0,0.667,1.835,2026-05-08 09:30:00,MTR-03,1385,Warning
0.002,41.24,46.79,-2.0,-1.189,0.796,2026-05-08 09:35:00,MTR-03,1705,Warning
0.0,41.24,46.93,2.0,0.952,-0.983,2026-05-08 09:40:00,MTR-02,3841,Warning
0.019,40.78,46.84,-1.139,-0.698,2.0,2026-05-08 09:45:00,MTR-01,3431,Warning
0.067,41.21,46.88,-0.004,0.392,-0.909,2026-05-08 09:50:00,MTR-02,1232,Warning
0.0,41.16,46.84,1.04,0.195,2.0,2026-05-08 09:55:00,MTR-01,1377,Warning
0.0,40.51,46.79,-2.0,-0.562,-0.122,2026-05-08 10:00:00,MTR-01,3014,Warning
0.006,41.24,46.84,-0.689,-0.5,2.0,2026-05-08 10:05:00,MTR-02,2103,Warning
0.067,41.02,46.88,-1.702,-0.196,-0.384,2026-05-08 10:10:00,MTR-03,2780,Warning
0.0,38.8,46.79,2.0,0.958,0.629,2026-05-08 10:15:00,MTR-03,2797,Warning
0.0,40.42,46.84,-1.867,-1.041,2.0,2026-05-08 10:20:00,MTR-02,1617,Warning
0.0,41.32,46.88,0.139,0.422,-1.018,2026-05-08 10:25:00,MTR-02,4181,Warning
0.0,41.3,46.84,1.514,0.345,2.0,2026-05-08 10:30:00,MTR-03,3963,Warning
0.045,41.27,46.98,1.365,0.71,-1.35,2026-05-08 10:35:00,MTR-02,2691,Warning
0.0,41.24,46.93,-0.574,-0.431,2.0,2026-05-08 10:40:00,MTR-01,4700,Warning
0.097,41.65,46.84,-0.555,0.211,-0.766,2026-05-08 10:45:00,MTR-02,3683,Warning
0.002,41.49,47.02,-2.0,-0.962,0.235,2026-05-08 10:50:00,MTR-01,1544,Warning
0.015,41.82,46.98,2.0,1.014,-0.004,2026-05-08 10:55:00,MTR-01,1996,Warning
0.0,41.24,46.93,-2.0,-1.261,2.0,2026-05-08 11:00:00,MTR-03,2196,Warning
0.115,41.54,46.98,2.0,0.698,1.808,2026-05-08 11:05:00,MTR-03,2988,Warning
0.0,40.4,46.98,-2.0,-1.036,0.379,2026-05-08 11:10:00,MTR-03,3085,Warning
0.0,41.27,47.02,2.0,1.024,-0.469,2026-05-08 11:15:00,MTR-02,4257,Warning
0.01,41.08,46.98,-1.288,-0.772,2.0,2026-05-08 11:20:00,MTR-01,3162,Warning
0.006,40.83,46.93,-0.865,0.094,-0.66,2026-05-08 11:25:00,MTR-03,3873,Warning
0.0,40.94,46.98,2.0,0.688,1.809,2026-05-08 11:30:00,MTR-01,4426,Warning
0.076,42.1,46.93,-2.0,-1.265,1.087,2026-05-08 11:35:00,MTR-03,3132,Warning
0.0,40.8,47.07,2.0,0.531,2.0,2026-05-08 11:40:00,MTR-01,3803,Warning
0.0,41.21,46.98,-2.0,-1.176,0.741,2026-05-08 11:45:00,MTR-01,4539,Warning
0.0,41.21,47.02,2.0,0.922,-1.221,2026-05-08 11:50:00,MTR-03,2631,Warning
0.0,41.27,46.98,-0.315,-0.3,2.0,2026-05-08 11:55:00,MTR-03,2965,Warning
0.006,41.71,47.02,-1.957,-0.337,-0.303,2026-05-08 12:00:00,MTR-03,3337,Warning
0.0,40.72,47.07,2.0,0.992,0.51,2026-05-08 12:05:00,MTR-02,1480,Warning
0.0,41.16,47.02,-2.0,-1.227,2.0,2026-05-08 12:10:00,MTR-01,2968,Warning
0.0,41.16,47.07,2.0,0.961,0.854,2026-05-08 12:15:00,MTR-02,2344,Warning
0.023,41.35,47.07,-2.0,-1.265,2.0,2026-05-08 12:20:00,MTR-01,1772,Warning
0.0,41.79,47.12,1.144,0.669,-1.345,2026-05-08 12:25:00,MTR-01,2353,Warning
0.0,41.13,47.07,0.85,0.142,2.0,2026-05-08 12:30:00,MTR-02,3283,Warning
0.0,41.65,47.21,-2.0,-1.055,0.428,2026-05-08 12:35:00,MTR-03,2913,Warning
0.0,41.41,47.17,1.615,0.782,-1.375,2026-05-08 12:40:00,MTR-02,3503,Warning
0.028,41.1,47.21,2.0,0.562,2.0,2026-05-08 12:45:00,MTR-02,2808,Warning
0.015,41.16,47.07,-2.0,-0.714,-0.053,2026-05-08 12:50:00,MTR-02,3303,Warning
0.0,40.86,47.26,1.246,0.699,-1.345,2026-05-08 12:55:00,MTR-01,3088,Warning
0.0,41.16,47.21,2.0,0.906,1.131,2026-05-08 13:00:00,MTR-02,3903,Warning
0.002,40.99,47.26,-0.758,-0.492,2.0,2026-05-08 13:05:00,MTR-02,3933,Warning
0.0,41.13,47.12,-2.0,-1.116,0.556,2026-05-08 13:10:00,MTR-01,2256,Warning
0.067,41.65,47.17,1.133,0.655,-1.333,2026-05-08 13:15:00,MTR-02,3579,Warning
0.0,41.05,47.31,2.0,0.595,2.0,2026-05-08 13:20:00,MTR-01,2891,Warning
0.015,41.02,47.26,-2.0,-0.613,-0.127,2026-05-08 13:25:00,MTR-02,1937,Warning
0.015,40.83,47.17,1.651,0.795,-1.374,2026-05-08 13:30:00,MTR-01,4313,Warning
0.0,41.19,47.21,2.0,0.754,1.67,2026-05-08 13:35:00,MTR-03,4663,Warning
0.0,42.07,47.26,-1.88,-1.078,2.0,2026-05-08 13:40:00,MTR-01,4235,Warning
0.041,40.75,47.31,-1.199,-0.798,0.375,2026-05-08 13:45:00,MTR-02,1146,Warning
0.01,41.27,47.26,1.252,1.163,1.083,2026-05-08 13:50:00,MTR-01,3034,Warning
0.0,40.59,47.31,0.54,-0.217,-0.286,2026-05-08 13:55:00,MTR-02,2436,Warning
0.0,40.67,47.26,-2.0,-1.448,1.237,2026-05-08 14:00:00,MTR-03,4797,Warning
0.097,41.21,47.35,1.929,0.693,-1.118,2026-05-08 14:05:00,MTR-03,1777,Warning
0.063,41.13,47.21,0.61,-0.007,2.0,2026-05-08 14:10:00,MTR-03,4337,Warning
0.0,41.93,47.17,-2.0,-0.583,0.378,2026-05-08 14:15:00,MTR-03,1777,Warning
0.0,41.63,47.12,2.0,0.687,-1.254,2026-05-08 14:20:00,MTR-03,4070,Warning
0.0,41.05,47.17,0.46,0.001,2.0,2026-05-08 14:25:00,MTR-03,2472,Warning
0.015,41.35,47.12,-2.0,-1.232,1.26,2026-05-08 14:30:00,MTR-03,4434,Warning
0.076,41.6,47.07,2.0,0.443,0.706,2026-05-08 14:35:00,MTR-01,4077,Warning
0.154,41.63,47.07,-0.678,-0.426,2.0,2026-05-08 14:40:00,MTR-01,3949,Warning
0.0,41.13,47.02,-2.0,-0.757,1.869,2026-05-08 14:45:00,MTR-03,2665,Warning
0.0,41.63,46.98,-1.789,0.109,-0.341,2026-05-08 14:50:00,MTR-01,4152,Warning
0.032,42.24,46.93,1.772,0.607,-1.359,2026-05-08 14:55:00,MTR-03,2111,Warning
0.0,41.9,46.98,1.387,0.532,2.0,2026-05-08 15:00:00,MTR-03,2190,Warning
0.0,42.07,47.02,-2.0,-1.272,2.0,2026-05-08 15:05:00,MTR-03,4619,Warning
0.032,41.46,46.88,2.0,1.526,0.379,2026-05-08 15:10:00,MTR-02,1674,Warning
0.0,41.49,46.98,-1.43,-0.77,2.0,2026-05-08 15:15:00,MTR-01,3049,Warning
0.015,41.65,46.93,-1.513,-0.351,0.037,2026-05-08 15:20:00,MTR-01,4372,Warning
0.023,41.68,46.88,2.0,1.184,-0.155,2026-05-08 15:25:00,MTR-02,2265,Warning
0.0,41.79,46.93,-1.151,-0.515,2.0,2026-05-08 15:30:00,MTR-03,3971,Warning
0.071,41.99,46.98,-2.0,-0.791,0.155,2026-05-08 15:35:00,MTR-02,1717,Warning
0.019,42.1,46.88,2.0,1.084,-0.468,2026-05-08 15:40:00,MTR-02,3923,Warning
0.0,41.93,46.88,-2.0,-1.352,1.11,2026-05-08 15:45:00,MTR-02,2841,Warning
0.045,42.15,46.98,1.688,0.791,-0.92,2026-05-08 15:50:00,MTR-01,2927,Warning
0.0,42.52,47.02,1.167,0.494,2.0,2026-05-08 15:55:00,MTR-02,4805,Warning
0.032,42.07,46.98,-2.0,-1.409,1.583,2026-05-08 16:00:00,MTR-03,3205,Warning
0.0,33.88,46.93,1.501,0.691,-0.987,2026-05-08 16:05:00,MTR-03,4377,Normal
0.058,42.21,47.02,0.399,0.158,2.0,2026-05-08 16:10:00,MTR-02,3295,Warning
0.0,42.21,46.98,-2.0,-0.969,0.417,2026-05-08 16:15:00,MTR-03,2482,Warning
0.0,42.35,46.98,1.093,0.303,2.0,2026-05-08 16:20:00,MTR-01,1649,Warning
0.111,42.71,47.07,-2.0,-1.029,0.671,2026-05-08 16:25:00,MTR-01,2889,Warning
0.0,42.32,47.02,2.0,0.904,-0.559,2026-05-08 16:30:00,MTR-02,3415,Warning
0.032,42.24,46.98,-1.913,-0.943,2.0,2026-05-08 16:35:00,MTR-02,3912,Warning
0.032,42.24,47.02,0.552,0.489,-1.055,2026-05-08 16:40:00,MTR-01,3799,Warning
0.0,42.97,47.02,1.916,0.332,2.0,2026-05-08 16:45:00,MTR-03,1302,Warning
0.0,42.52,47.07,-2.0,-1.081,1.802,2026-05-08 16:50:00,MTR-03,4477,Warning
0.163,42.21,47.02,2.0,0.774,0.115,2026-05-08 16:55:00,MTR-02,4732,Warning
0.0,42.49,47.02,-1.565,-0.04,-0.411,2026-05-08 17:00:00,MTR-03,2374,Warning
0.0,42.52,46.98,2.0,0.743,0.562,2026-05-08 17:05:00,MTR-02,3681,Warning
0.0,42.88,47.02,-1.861,-0.898,2.0,2026-05-08 17:10:00,MTR-02,2245,Warning
0.015,42.8,47.02,0.095,0.393,-0.97,2026-05-08 17:15:00,MTR-02,3010,Warning
0.0,42.49,47.07,1.832,0.302,2.0,2026-05-08 17:20:00,MTR-03,2621,Warning
0.076,42.52,47.12,-0.028,0.365,-0.934,2026-05-08 17:25:00,MTR-01,2560,Warning
0.0,42.88,47.07,2.0,0.414,1.963,2026-05-08 17:30:00,MTR-03,2447,Warning
0.002,42.07,47.02,-2.0,-1.086,1.418,2026-05-08 17:35:00,MTR-01,1973,Warning
0.032,41.57,46.98,1.665,0.702,-1.349,2026-05-08 17:40:00,MTR-02,3313,Warning
0.0,43.8,47.07,0.244,-0.106,2.0,2026-05-08 17:45:00,MTR-03,4613,Warning
0.01,42.77,47.02,-2.0,-0.64,0.067,2026-05-08 17:50:00,MTR-03,4429,Warning
0.0,42.55,47.07,2.0,0.854,-0.434,2026-05-08 17:55:00,MTR-02,4306,Warning
0.0,42.71,47.02,-2.0,-0.785,0.285,2026-05-08 18:00:00,MTR-01,4203,Warning
0.0,42.52,46.98,2.0,0.844,-0.227,2026-05-08 18:05:00,MTR-03,1008,Warning
0.0,42.94,47.12,-1.98,-0.973,2.0,2026-05-08 18:10:00,MTR-03,2288,Warning
0.0,42.8,46.98,1.001,0.596,-1.271,2026-05-08 18:15:00,MTR-03,2361,Warning
0.002,42.52,46.98,-0.153,-0.237,2.0,2026-05-08 18:20:00,MTR-02,2951,Warning
0.002,43.03,47.02,-1.204,0.058,-0.557,2026-05-08 18:25:00,MTR-03,4233,Warning
0.0,42.83,47.07,2.0,0.379,2.0,2026-05-08 18:30:00,MTR-02,2679,Warning
0.01,42.66,47.02,0.735,0.565,-1.211,2026-05-08 18:35:00,MTR-03,2503,Warning
0.0,43.14,46.98,0.302,-0.09,2.0,2026-05-08 18:40:00,MTR-03,2420,Warning
0.002,42.49,47.02,-1.966,-0.256,-0.3,2026-05-08 18:45:00,MTR-01,1422,Warning
0.0,42.83,47.02,2.0,0.743,1.072,2026-05-08 18:50:00,MTR-01,3325,Warning
0.0,42.52,47.07,-2.0,-1.142,1.411,2026-05-08 18:55:00,MTR-03,2303,Warning
0.0,42.38,47.02,2.0,0.912,-0.886,2026-05-08 19:00:00,MTR-01,4270,Warning
0.0,42.83,46.98,-1.497,-0.77,2.0,2026-05-08 19:05:00,MTR-02,3834,Warning
0.0,42.83,47.02,2.0,0.915,-0.526,2026-05-08 19:10:00,MTR-01,2000,Warning
0.0,43.05,47.07,-1.582,-0.814,2.0,2026-05-08 19:15:00,MTR-03,2577,Warning
0.0,42.66,46.93,-0.22,0.342,-0.895,2026-05-08 19:20:00,MTR-01,1887,Warning
0.032,42.38,47.02,2.0,0.526,1.827,2026-05-08 19:25:00,MTR-02,1688,Warning
0.071,42.83,46.88,-2.0,-1.023,0.712,2026-05-08 19:30:00,MTR-03,3654,Warning
0.0,42.86,47.02,2.0,0.941,-0.704,2026-05-08 19:35:00,MTR-02,2175,Warning
0.0,43.34,46.98,-1.815,-0.946,2.0,2026-05-08 19:40:00,MTR-01,2645,Warning
0.0,42.8,46.93,2.0,0.625,1.654,2026-05-08 19:45:00,MTR-02,2518,Warning
0.106,42.07,46.88,-2.0,-1.02,0.687,2026-05-08 19:50:00,MTR-03,2799,Warning
0.093,42.6,46.98,1.983,0.835,-1.306,2026-05-08 19:55:00,MTR-01,3025,Warning
0.058,42.55,46.93,-0.106,-0.233,2.0,2026-05-08 20:00:00,MTR-03,4114,Warning
0.002,42.52,46.88,-2.0,-0.567,-0.118,2026-05-08 20:05:00,MTR-01,4130,Warning
0.071,42.52,46.93,2.0,0.93,0.005,2026-05-08 20:10:00,MTR-02,1948,Warning
0.002,42.52,46.88,-2.0,-0.605,-0.081,2026-05-08 20:15:00,MTR-03,4896,Warning
0.119,42.57,46.93,2.0,0.918,0.36,2026-05-08 20:20:00,MTR-01,3247,Warning
0.0,42.6,46.84,-2.0,-1.232,1.74,2026-05-08 20:25:00,MTR-02,2929,Warning
0.0,42.38,46.98,2.0,0.96,-1.03,2026-05-08 20:30:00,MTR-03,3897,Warning
0.0,42.52,46.93,-1.6,-0.874,2.0,2026-05-08 20:35:00,MTR-03,4746,Warning
0.0,42.13,46.98,0.194,0.448,-1.071,2026-05-08 20:40:00,MTR-03,4484,Warning
0.002,42.83,46.84,0.356,-0.07,2.0,2026-05-08 20:45:00,MTR-01,3210,Warning
0.0,42.6,46.88,2.0,0.994,-0.805,2026-05-08 20:50:00,MTR-01,4130,Warning
0.071,42.49,46.98,-2.0,-1.205,2.0,2026-05-08 20:55:00,MTR-01,1849,Warning
0.05,42.49,46.93,2.0,1.002,-0.578,2026-05-08 21:00:00,MTR-01,1302,Warning
0.006,46.72,46.88,-2.0,-1.232,1.564,2026-05-08 21:05:00,MTR-01,4495,Critical
0.028,42.43,47.02,2.0,0.958,0.223,2026-05-08 21:10:00,MTR-02,1637,Warning
0.045,42.43,46.88,-2.0,-1.084,0.729,2026-05-08 21:15:00,MTR-02,1156,Warning
0.0,42.77,46.74,2.0,0.923,0.622,2026-05-08 21:20:00,MTR-01,3484,Warning
0.0,42.35,46.88,0.319,0.468,-1.129,2026-05-08 21:25:00,MTR-01,2703,Warning
0.0,42.24,46.88,-0.47,-0.381,2.0,2026-05-08 21:30:00,MTR-02,4120,Warning
0.032,42.07,46.93,0.685,0.574,-1.244,2026-05-08 21:35:00,MTR-02,1925,Warning
0.0,42.24,46.88,-1.206,-0.729,2.0,2026-05-08 21:40:00,MTR-03,1981,Warning
0.067,42.27,46.93,1.382,0.754,-1.384,2026-05-08 21:45:00,MTR-01,2452,Warning
0.045,42.24,46.98,-1.306,-0.766,2.0,2026-05-08 21:50:00,MTR-02,1554,Warning
0.063,42.27,46.98,1.298,0.734,-1.381,2026-05-08 21:55:00,MTR-01,2921,Warning
0.0,42.07,46.88,-2.0,-0.907,0.25,2026-05-08 22:00:00,MTR-03,1429,Warning
0.0,42.1,46.98,2.0,0.791,1.358,2026-05-08 22:05:00,MTR-02,1410,Warning
0.0,41.96,46.93,-2.0,-0.937,0.304,2026-05-08 22:10:00,MTR-01,2005,Warning
0.0,42.27,46.88,2.0,0.809,1.316,2026-05-08 22:15:00,MTR-02,4298,Warning
0.0,42.13,46.93,-2.0,-0.739,0.017,2026-05-08 22:20:00,MTR-03,4633,Warning
0.0,42.27,46.93,2.0,0.736,1.557,2026-05-08 22:25:00,MTR-01,4162,Warning
0.0,42.13,47.07,-2.0,-0.9,0.211,2026-05-08 22:30:00,MTR-03,3725,Warning
0.032,42.15,47.02,-0.293,-0.31,2.0,2026-05-08 22:35:00,MTR-02,1676,Warning
0.171,41.19,46.98,-0.959,0.08,-0.688,2026-05-08 22:40:00,MTR-02,2663,Warning
0.0,42.27,47.02,1.813,0.406,2.0,2026-05-08 22:45:00,MTR-01,3215,Warning
0.08,40.26,46.88,-2.0,-0.81,0.078,2026-05-08 22:50:00,MTR-03,2980,Warning
0.0,42.88,46.98,2.0,0.957,0.673,2026-05-08 22:55:00,MTR-02,4714,Warning
0.015,42.04,46.93,-2.0,-1.269,1.491,2026-05-08 23:00:00,MTR-02,4593,Warning
0.015,42.35,46.98,2.0,1.041,-0.962,2026-05-08 23:05:00,MTR-02,4537,Warning
0.063,42.24,47.02,-2.0,-0.475,-0.242,2026-05-08 23:10:00,MTR-02,4589,Warning
